movie_id,director
21349,Wayne Wang
1832,Kevin Smith
10047,Luc Besson
10228,Kunihiko Yuyama
47692,Atom Egoyan
18561,Richard Shepard
144953,Daniel Pyne
11663,Alan Parker
13485,Mark Sandrich
9289,Bernhard Wicki
9264,Katt Shea
18222,Kurt Voss
11165,Richard Fleischer
4203,Pedro Almodóvar
24226,Sidney Lumet
11379,W.D. Richter
29154,Ramón Menéndez
2039,Norman Jewison
77915,Vincente Minnelli
11943,Sydney Pollack
11481,Roman Polanski
2690,Billy Wilder
20565,Michael Apted
27141,Barry Levinson
10399,Patricia Rozema
2668,Tim Burton
36643,Michael Apted
99,Pedro Almodóvar
25898,Charley Rogers
9647,Richard Donner
11787,Henry Koster
5156,Vittorio De Sica
24276,John Sayles
11953,Akira Kurosawa
29005,Robert Altman
26371,James Ivory
596,John Ford
52470,Henry Koster
20334,Ernst Lubitsch
11393,Barry Levinson
31121,Hal Ashby
293,Robert Redford
10998,Adrian Lyne
12235,Richard Marquand
36094,Martin Ritt
9013,Martin Brest
11005,Penny Marshall
59820,Alan Parker
2924,Ron Howard
177,Terry Gilliam
38557,Mark Rydell
13681,Robert Benton
34760,Tom Moore
9946,Peter Hyams
863,John Lasseter
31582,Joel Schumacher
22267,Ang Lee
10411,Jonathan Lynn
20024,Neil Jordan
13787,Jane Campion
9684,Woody Allen
9586,Brian De Palma
70801,Marshall Neilan
777,Jean Renoir
21887,Lewis John Carlino
32331,Steven Kampmann
32669,Jack Nicholson
18161,Phil Joanou
31681,John Boorman
32274,Tim Robbins
10402,Mike Mitchell
497,Frank Darabont
1715,Lasse Hallström
42739,Tim Roth
25188,Peter Bogdanovich
15515,Nathan H. Juran
1439,Andy Tennant
2277,Chris Columbus
10137,Rob Minkoff
10387,Chen Kaige
49948,James Algar
334,Paul Thomas Anderson
30237,Martha Fiennes
50116,Matthew Warchus
46435,Mike Leigh
22213,James B. Harris
36492,Mike Nichols
624,Dennis Hopper
26578,John Schlesinger
43103,Jack Clayton
9563,Oliver Stone
1850,Miloš Forman
926,Dean Parisot
1213,Anthony Minghella
10471,Steve Carr
10400,Norman Jewison
10397,Alan Parker
12524,Julie Taymor
28216,Errol Morris
36773,Agnieszka Holland
10219,Scott Hicks
3558,James Mangold
17908,Jay Russell
10384,Walter Hill
48233,Santosh Sivan
10236,Sydney Pollack
632,Billy Wilder
11851,Peter Hyams
5924,Franklin J. Schaffner
14886,Hal Ashby
26617,Bob Rafelson
10493,Phillip Noyce
16241,Franklin J. Schaffner
22160,Taylor Hackford
9644,Gene Quintano
13342,Amy Heckerling
35119,Fred Schepisi
14919,Bruce Timm
14040,John Badham
22692,William A. Wellman
2990,John Schlesinger
10831,Peter Greenaway
33078,Peter Greenaway
16672,Hiroshi Teshigahara
10472,Kris Isacsson
21489,Ronald Neame
13005,Art Linson
18681,Stephan Elliott
20468,Kevin Allen
14521,Khyentse Norbu
10406,Les Mayfield
14741,Herbert Ross
1883,Spike Lee
2005,Emile Ardolino
6279,Bill Duke
11087,Curtis Hanson
7305,Frank Marshall
24735,Norman Jewison
9475,Martin Brest
8872,Penelope Spheeris
8873,Stephen Surjik
11287,Penny Marshall
9869,Phillip Noyce
619,Mick Jackson
9374,Robert Zemeckis
11259,Ron Howard
8293,James Ivory
11068,Cameron Crowe
1923,David Lynch
10158,Ron Shelton
10206,Fran Rubel Kuzui
11782,John Woo
10086,Benoît Poelvoorde
9367,Robert Rodriguez
9876,Roger Spottiswoode
10326,Steve Miner
16562,Paul Michael Glaser
9609,Gary Sinise
12143,Abel Ferrara
4234,Wes Craven
9605,Barbet Schroeder
8374,Troy Duffy
29076,Eric Blakeney
28156,Ted Post
113096,Susan Muska
24349,John Cassavetes
27841,Anthony Harvey
1907,Danny Boyle
15489,Chris Koch
15655,Jun Falkenstein
36210,Zhang Yimou
30062,Tobe Hooper
62463,Ken Loach
25934,James Clavell
14181,Ben Younger
10385,Diane Keaton
2787,David Twohy
2069,Jonathan Lynn
61416,Jasmin Dizdar
79515,Steven Okazaki
28978,Charlie Chaplin
901,Charlie Chaplin
25010,Garry Marshall
10098,Charlie Chaplin
33374,Michael Miller
127602,H. Bruce Humberstone
2155,John Frankenheimer
11004,Curtis Hanson
20682,Pontus Löwenhielm
25166,Nick Gomez
1831,John Schlesinger
10416,Mike Nichols
14271,Barry W. Blaustein
4816,Jim Jarmusch
19958,John Duigan
28569,Elia Kazan
2193,George Bowers
11016,John Huston
20423,Al Reinert
24481,George Cukor
11296,Alan Parker
28172,Herschell Gordon Lewis
57855,Winston Hibler
14280,Carroll Ballard
29478,Daniel Petrie
73642,Aileen Ritchie
2067,Brian De Palma
622,Roman Polanski
28463,Régis Wargnier
12186,Albert Brooks
20283,Peter Yates
5693,David Anspaugh
287,Ron Shelton
968,Sidney Lumet
838,George Lucas
16958,John Huston
3114,John Ford
12501,William Wyler
31618,Costa-Gavras
15873,John Guillermin
68427,Julie Dash
48213,Volker Schlöndorff
35412,Stanley Kramer
8333,Joseph Sargent
19259,Nicholas Meyer
820,Oliver Stone
11718,Paul Flaherty
32031,Stuart Rosenberg
58048,Jim Goddard
26827,James Foley
11157,Susan Seidelman
28370,Tom McLoughlin
918,Blake Edwards
61178,Robert Benton
11176,James Frawley
14900,Jim Henson
11899,Frank Oz
18890,Simon Wells
19736,Bill L. Norton
123047,John Irvin
24575,Jerry Jameson
16535,Jean Negulesco
10971,Roy Ward Baker
23928,Raoul Walsh
462,Steven Soderbergh
9532,James Wong
117259,Christina Andreef
2383,Jean-Jacques Annaud
53879,Henry King
1396,Andrei Tarkovsky
11570,Robert Siodmak
1541,Ridley Scott
17443,Norman Jewison
8469,John Landis
27995,Spike Lee
36739,Spike Lee
925,Spike Lee
41823,Spike Lee
1713,Spike Lee
30547,Franco Zeffirelli
54825,Nick Park
13939,Michael Winner
14373,Michael Winner
24873,Michael Winner
26263,J. Lee Thompson
34746,Allan A. Goldstein
996,Billy Wilder
9079,Joel Schumacher
1498,Steve Barron
1497,Michael Pressman
1499,Stuart Gillard
1880,John Milius
33762,Paul Michael Glaser
11690,Newt Arnold
29143,Irvin Kershner
35292,Peter Chelsom
36652,Sidney Franklin
801,Barry Levinson
104301,Leonard Nimoy
11520,Donald Petrie
1879,Stanley Kramer
2085,Andrzej Bartkowiak
13539,Mark Piznarski
16222,David Raynr
109479,Mark Hanlon
17078,Majid Majidi
33516,Ken Russell
9960,Peter Brook
3082,Charlie Chaplin
12187,Ron Underwood
24748,Martin Ritt
990,Robert Rossen
1908,Stanley Kramer
9764,Akira Kurosawa
840,Steven Spielberg
42237,Alain Tanner
26689,Louis Morneau
25673,George Stevens
2291,Adrian Lyne
13531,Allan Moyle
16620,Luis Valdez
526,Richard Donner
13346,David Seltzer
243,Stephen Frears
10501,Bibo Bergeron
11478,Rob Cohen
879,Steven Spielberg
85689,George Fitzmaurice
17529,Henry Hathaway
118098,John Schlesinger
1793,Herbert Ross
11327,Alan Parker
1700,Rob Reiner
54087,Billy Crystal
34322,Martin Ritt
41659,Bruce Joel Rubin
593,Andrei Tarkovsky
10774,Sidney Lumet
10083,Roger Donaldson
29786,Ted Kotcheff
11356,Gene Saks
10747,Clint Eastwood
10559,Gregory Hoblit
20697,Brian Robbins
2621,Bonnie Hunt
10479,William Friedkin
125709,Stanley Tucci
49721,Pip Karmel
2006,Richard Quine
17339,Guy Hamilton
11305,Jim Jarmusch
13665,Steve Gordon
12309,Neal Israel
1552,Ron Howard
106,John McTiernan
10333,Barbra Streisand
11027,Bob Rafelson
123757,Jon Jost
10468,Betty Thomas
1359,Mary Harron
4967,Edward Norton
31776,Marek Kanievska
10557,Damien O'Donnell
27745,Julien Temple
13776,Barry Levinson
26291,Bobcat Goldthwait
10784,Bob Fosse
10242,Robert Aldrich
16347,Morton DaCosta
4825,Joseph L. Mankiewicz
11654,Tony Scott
10518,John Schlesinger
11977,Harold Ramis
18041,Davis Guggenheim
14736,Gina Prince-Bythewood
3536,Jonathan Mostow
1443,Sofia Coppola
10424,Bruce Robinson
28971,Charlie Chaplin
9456,Bharat Nalluri
889,Brian Levant
10564,Matt Williams
15723,John Swanbeck
19600,Bruno Barreto
125537,Kevin Jordan
452,Lars von Trier
36234,Mike Figgis
39283,Adam Simon
65460,Louis Morneau
55667,Jonathan Winfrey
12476,Jack Sholder
5241,Zalman King
98,Ridley Scott
47724,Philip Haas
11129,Justin Kerrigan
1058,Jim McBride
42159,Taylor Hackford
16395,Dario Argento
38925,Martin Davidson
13105,Stan Dragoti
22501,René Laloux
5491,Roger Christian
10560,Nicholas Hytner
19419,Scott Alexander
23531,Peter M. Cohen
10688,Michael Almereyda
17889,George Sidney
39391,Mervyn LeRoy
31516,Stanley Donen
5683,Tim Burton
113279,Barbara Sonneborn
12518,Andrew Bergman
10567,Ralph Zondag
10642,Amy Heckerling
9285,Todd Phillips
10569,Woody Allen
21879,Floyd Mutrux
24918,Mel Brooks
955,John Woo
8584,Tom Dey
47295,Jon Reiss
11332,Peter Greenaway
16093,Herk Harvey
29372,David Miller
962,Charlie Chaplin
30588,Charlie Chaplin
668,Peter R. Hunt
23518,John Frankenheimer
691,Lewis Gilbert
44018,Agnès Varda
698,Lewis Gilbert
682,Guy Hamilton
28973,Charlie Chaplin
28974,Charlie Chaplin
22994,Edward Ludwig
9600,Raja Gosnell
38006,Val Guest
2768,Paul Schrader
24920,Lucio Fulci
21,Bruce Brown
10911,J. Lee Thompson
10102,Marco Ferreri
26912,Roy Ward Baker
26953,David Schmoeller
26954,David Allen
26956,David DeCoteau
26957,Jeff Burr
26958,Jeff Burr
80287,Jerry London
6003,Franco Zeffirelli
23939,Peter Hyams
11072,Mel Brooks
23069,Joe Camp
21299,Joe Camp
38802,Joe Camp
13368,Michael Curtiz
985,David Lynch
14002,Ron Fricke
541,Otto Preminger
21137,Penelope Spheeris
36724,Penelope Spheeris
938,Sergio Leone
10648,Ted Post
11368,Joel Coen
10875,Steve Kloves
2075,John Huston
1551,Joel Schumacher
22500,René Laloux
10246,Bob Clark
19698,Bob Clark
23919,James Komack
18835,Noel Black
26554,Lloyd Kaufman
15239,Lloyd Kaufman
28165,Lloyd Kaufman
28169,Lloyd Kaufman
15762,Fred Dekker
169,Stephen Hopkins
865,Paul Michael Glaser
9663,John Carpenter
26889,John Sayles
10128,Graham Baker
9659,George Miller
8810,George Miller
9355,George Miller
1727,John Badham
635,Alan Parker
10068,Adrian Lyne
11495,Mark L. Lester
11428,Mick Garris
10117,Craig R. Baxley
35936,Darrell James Roodt
25562,Michael Hoffman
51763,Richard Pearce
73079,Robert Mulligan
38921,Hugh Wilson
35463,Tom Holland
9679,Dominic Sena
51333,Kenneth Branagh
17771,István Szabó
10264,Franco Zeffirelli
31657,Hal Ashby
29204,Ralph Bakshi
17814,John Carpenter
11879,Kathryn Bigelow
21128,Carl Franklin
482,Gordon Parks
592,Francis Ford Coppola
31593,Ivan Passer
12611,Brian De Palma
14328,James Bridges
9040,Sidney Lumet
25364,Billy Wilder
43002,David Miller
5121,Steven Spielberg
195,Ernst Lubitsch
6978,John Carpenter
3133,Terrence Malick
643,Sergei Eisenstein
10571,Robert Iscove
479,John Singleton
7450,Gary Goldman
31023,José Luis Cuerda
25636,Alison Maclean
7443,Nick Park
2123,Bobby Farrelly
2024,Roland Emmerich
17711,Des McAnuff
2133,Wolfgang Petersen
29946,James Ivory
28774,Philippe Mora
11598,John Landis
9702,Taylor Hackford
9873,Robert Mandel
16820,Richard Franklin
14864,Dennis Hopper
15379,Joseph Zito
12764,Lance Hool
27352,Aaron Norris
8348,Michael Cimino
24099,Joseph Ruben
17897,Gordon Hessler
16096,Doug McHenry
12706,Mike Hodges
4244,Jon Turteltaub
4247,Keenen Ivory Wayans
20770,Jamie Babbit
1050,Zhang Yang
1052,Michelangelo Antonioni
20540,Sidney Lumet
23655,Greg Harrison
1788,Herbert Ross
32275,King Vidor
36657,Bryan Singer
44490,Miguel Arteta
47585,Jeremy Podeswa
36047,Mary Lambert
2655,Robert Zemeckis
12599,Kunihiko Yuyama
93,Otto Preminger
9278,Geoff Murphy
18118,J. Lee Thompson
11940,Sam Wanamaker
24167,Vittorio De Sica
10276,Frank Oz
19380,Roger Donaldson
13783,Bruce Beresford
11624,Woody Allen
15867,Woody Allen
11686,Woody Allen
29263,Luis Puenzo
11830,Juzo Itami
12107,Peter Segal
10401,Patrice Leconte
32640,Michael Winterbottom
10641,Joan Chen
6282,David McNally
9383,Paul Verhoeven
5551,Clint Eastwood
27723,Robert Lee King
2360,Nigel Cole
28043,Mario Bava
33468,Joseph Green
21866,Clint Eastwood
33408,Alan Shapiro
11589,Brian G. Hutton
15158,Don Coscarelli
16139,Don Coscarelli
16146,Don Coscarelli
26515,Stan Winston
11856,Roger Spottiswoode
13567,Robert Hiltzik
10860,Herbert Ross
8420,Roger Vadim
18391,James Signorelli
20850,Don Edmonds
27452,Robert Siodmak
38548,Lionel Coleman
20438,Jenniphr Goodman
46991,Frédéric Fonteyne
10391,Chuck Russell
14195,John Waters
15665,Fenton Bailey
10393,Howard Deutch
18168,Gerard Stembridge
8843,Tarsem Singh
10643,Takao Okawara
23618,Spike Lee
37136,David Zucker
37137,David Zucker
23283,Sam Wood
3110,George Stevens
14698,Joseph L. Mankiewicz
11694,Elliot Silverstein
9651,Jeannot Szwarc
11398,Christian Duguay
1588,Peyton Reed
19150,Michael Dinner
41282,Tamra Davis
12211,Douglas Aarniokoski
10480,Neil LaBute
80713,Benito Zambrano
10685,Joe Charbanic
1619,Christopher McQuarrie
786,Cameron Crowe
14805,Antoine Fuqua
51179,Rob Walker
46119,Rob Schmidt
18074,Bruce Paltrow
10562,Stephen Hopkins
12212,John Ottman
14629,Fina Torres
16,Lars von Trier
13785,Christopher Guest
34299,Sally Field
22597,Greg Berlanti
19348,Karyn Kusama
10637,Boaz Yakin
9003,Clive Barker
9064,Tony Randel
11569,Anthony Hickox
10434,Wim Wenders
39113,William Asher
469,Jim Jarmusch
2160,Irwin Allen
2161,Richard Fleischer
3073,Charles Barton
911,Edward F. Cline
10973,Jack Arnold
10787,James Whale
43109,Ray Kellogg
9507,Michael Crichton
27475,Amy Holden Jones
27764,Deborah Brock
27767,Sally Mattison
40760,Carol Frank
40446,Jim Wynorski
24664,Spike Lee
20455,Mamoru Hosoda
10461,Stephen T. Kay
1485,Mike Hodges
1597,Jay Roach
641,Darren Aronofsky
10687,Joel Schumacher
63956,Raymond De Felitta
6521,Rod Lurie
10763,Robert Altman
16888,Reginald Hudlin
21142,Tom Laughlin
78140,Tom Laughlin
2134,George Pal
28605,Albert Band
42797,Charles Walters
13465,James Algar
27033,Lewis Milestone
20367,Edgar G. Ulmer
71,Stephen Daldry
1636,Harold Ramis
10647,Mimi Leder
13762,Lang Elliott
12207,Liu Chia-Liang
11531,Joe Berlinger
24100,Uli Edel
4327,McG
4958,Robert Redford
9678,Steven Brill
11978,"George Tillman, Jr."
8870,Antony Hoffman
14295,Kenneth Lonergan
681,Guy Hamilton
11372,John Sturges
8452,Roger Spottiswoode
10862,Don Roos
8871,Ron Howard
34045,Kevin Macdonald
16340,Stig Bergqvist
10481,Kevin Lima
10867,Giuseppe Tornatore
10876,Philip Kaufman
9741,M. Night Shyamalan
146,Ang Lee
11849,Courtney Solomon
11983,Taylor Hackford
11678,Martin Campbell
2669,Roger Donaldson
2609,John Hughes
12714,John Hughes
708,John Glen
1857,Nelson Shin
10673,Oliver Stone
2604,Oliver Stone
10132,Oliver Stone
11064,Walter Hill
107,Guy Ritchie
40820,David Seltzer
392,Lasse Hallström
8859,Danny Leiner
11688,Mark Dindal
12509,Ed Harris
3981,Nancy Meyers
711,Gus Van Sant
2046,Sam Raimi
5001,Julian Schnabel
8358,Robert Zemeckis
5994,Brett Ratner
25520,Terence Davies
1493,Donald Petrie
134,Joel Coen
21991,David Mamet
21355,Billy Bob Thornton
29122,Barry Levinson
11973,Roger Donaldson
1900,Steven Soderbergh
44853,Michael Winterbottom
10873,E. Elias Merhige
26719,David Mamet
15413,Stephen Herek
2623,Taylor Hackford
11209,John Wayne
13715,James Foley
43258,William Wyler
10655,Ronald F. Maxwell
9989,Peter Howitt
18828,George Gallo
9816,Thomas Carter
20637,Henry Bromell
5955,Sean Penn
17474,Robert Mulligan
11191,Donald Petrie
2613,Norman René
22021,Jack Hill
22048,Jack Hill
17006,Keenen Ivory Wayans
26333,Tony Bill
16723,Francine McDougall
2018,Adam Shankman
10499,Volker Schlöndorff
47943,Dominik Moll
74340,Mike Newell
5709,Joe Dante
11215,Charles Shyer
26477,Lyndall Hobbs
10937,Barbet Schroeder
4639,John Flynn
96,Tony Scott
90,Martin Brest
11028,Jim McBride
19324,Cheech Marin
19933,Jerry Rees
12919,Steve Rash
15785,Steve De Jarnatt
31701,James B. Harris
17159,Robert Townsend
10110,Steven Spielberg
18935,John R. Cherry III
764,Sam Raimi
15658,Jeffrey Bloom
4918,John Mackenzie
28368,Francis Ford Coppola
52780,Paul Newman
26156,Bob Giraldi
34101,Robert Townsend
32054,John Boorman
2614,Joe Dante
12704,Elaine May
580,Joseph Sargent
24828,Paul Weiland
13703,Marek Kanievska
36914,Rod Daniel
1547,Joel Schumacher
11649,Gary Goddard
95682,Deborah Hoffmann
37691,Ken Loach
14268,Chris Hegedus
36107,Mark Osborne
70042,Steven M. Martin
10778,Joel Coen
24166,Tsai Ming-liang
18984,Doug Pray
26851,Jayne Loader
54714,Eugene Jarecki
24348,Godfrey Reggio
21925,Godfrey Reggio
38849,Aaron Lipstadt
105024,Mark Moskowitz
16636,Jeffrey Blitz
20303,Stephanie Black
50314,Nathaniel Kahn
279714,Scott Hamilton Kennedy
33823,Elliot Berlin
41316,Richard Ray Perez
33377,Joseph Mealey
41212,Frederick Wiseman
30863,Bill Plympton
142,Ang Lee
13925,John Lasseter
38785,Heidi Ewing
14043,Andrew Fleming
54546,Micha X. Peled
30365,Steve Skrovan
25078,Tatsuo Satou
13016,Peter Joseph
37776,Frank Sudol
13180,Peter Joseph
16538,John Hamburg
44338,Christoph Lauenstein
39210,Sofia Coppola
41999,Don Argott
50071,Ilisa Barbash
23521,Chuck Jones
42521,Bill Plympton
13060,Gary Rydstrom
269963,Johan van der Keuken
84404,Lee Hirsch
86282,Wang Bing
295538,Brett Harvey
234862,Laurent Witz
116440,David Silverman
215032,Edward Burtynsky
72585,Saul Bass
105554,Noël Burch
117098,Thom Fitzgerald
269711,Woo Kyung-min
259985,Grant Baldwin
127608,Igor Maslennikov
148184,Bradley Cox
334495,Annika Iltis
55495,Jukka Virtanen
399106,Alan Barillaro
146836,Hank Rogerson
363444,Loretta Walz
110775,Johan van der Keuken
455980,Jeff Tomsic
48610,Chris Wedge
460631,Agnès Varda
